_________________________________________________________________
|---N of Coord--|-------x-------|-------y-------|-------z-------|
|           1249|       -102.624|            -75|          0.725|
|           1250|           -100|            -75|          0.725|
|           1251|            -75|            -75|          0.725|
|           1252|            -50|            -75|          0.725|
|           1253|         -31.25|            -75|          0.725|
|           1254|          -12.5|            -75|          0.725|
|           1255|           6.25|            -75|          0.725|
|           1256|             25|            -75|          0.725|
|           1257|          43.75|            -75|          0.725|
|           1258|           62.5|            -75|          0.725|
|           1259|          81.25|            -75|          0.725|
|           1260|            100|            -75|          0.725|
|           1261|        104.714|            -75|          0.725|
|           1262|        111.502|            -75|          0.725|
|           1263|        121.276|            -75|          0.725|
|           1264|        135.351|            -75|          0.725|
|           1265|        155.619|            -75|          0.725|
|           1266|        184.806|            -75|          0.725|
|           1267|        226.834|            -75|          0.725|
|           1268|        287.355|            -75|          0.725|
|           1269|        374.504|            -75|          0.725|
|           1270|            500|            -75|          0.725|
|           1271|           -500|            -50|          0.725|
|           1272|        -354.32|            -50|          0.725|
|           1273|       -261.086|            -50|          0.725|
|           1274|       -201.415|            -50|          0.725|
|           1275|       -163.226|            -50|          0.725|
|           1276|       -138.785|            -50|          0.725|
|           1277|       -123.143|            -50|          0.725|
|           1278|       -113.132|            -50|          0.725|
|           1279|       -106.725|            -50|          0.725|
|           1280|       -102.624|            -50|          0.725|
|           1281|           -100|            -50|          0.725|
|           1282|            -75|            -50|          0.725|
|           1283|            -50|            -50|          0.725|
|           1284|         -31.25|            -50|          0.725|
|           1285|          -12.5|            -50|          0.725|
|           1286|           6.25|            -50|          0.725|
|           1287|             25|            -50|          0.725|
|           1288|          43.75|            -50|          0.725|
|           1289|           62.5|            -50|          0.725|
|           1290|          81.25|            -50|          0.725|
|           1291|            100|            -50|          0.725|
|           1292|        104.714|            -50|          0.725|
|           1293|        111.502|            -50|          0.725|
|           1294|        121.276|            -50|          0.725|
|           1295|        135.351|            -50|          0.725|
|           1296|        155.619|            -50|          0.725|
|           1297|        184.806|            -50|          0.725|
|           1298|        226.834|            -50|          0.725|
|           1299|        287.355|            -50|          0.725|
|           1300|        374.504|            -50|          0.725|
|           1301|            500|            -50|          0.725|
|           1302|           -500|            -25|          0.725|
|           1303|        -354.32|            -25|          0.725|
|           1304|       -261.086|            -25|          0.725|
|           1305|       -201.415|            -25|          0.725|
|           1306|       -163.226|            -25|          0.725|
|           1307|       -138.785|            -25|          0.725|
|           1308|       -123.143|            -25|          0.725|
|           1309|       -113.132|            -25|          0.725|
|           1310|       -106.725|            -25|          0.725|
|           1311|       -102.624|            -25|          0.725|
|           1312|           -100|            -25|          0.725|
|           1313|            -75|            -25|          0.725|
|           1314|            -50|            -25|          0.725|
|           1315|         -31.25|            -25|          0.725|
|           1316|          -12.5|            -25|          0.725|
|           1317|           6.25|            -25|          0.725|
|           1318|             25|            -25|          0.725|
|           1319|          43.75|            -25|          0.725|
|           1320|           62.5|            -25|          0.725|
|           1321|          81.25|            -25|          0.725|
|           1322|            100|            -25|          0.725|
|           1323|        104.714|            -25|          0.725|
|           1324|        111.502|            -25|          0.725|
|           1325|        121.276|            -25|          0.725|
|           1326|        135.351|            -25|          0.725|
|           1327|        155.619|            -25|          0.725|
|           1328|        184.806|            -25|          0.725|
|           1329|        226.834|            -25|          0.725|
|           1330|        287.355|            -25|          0.725|
|           1331|        374.504|            -25|          0.725|
|           1332|            500|            -25|          0.725|
|           1333|           -500|              0|          0.725|
|           1334|        -354.32|              0|          0.725|
|           1335|       -261.086|              0|          0.725|
|           1336|       -201.415|              0|          0.725|
|           1337|       -163.226|              0|          0.725|
|           1338|       -138.785|              0|          0.725|
|           1339|       -123.143|              0|          0.725|
|           1340|       -113.132|              0|          0.725|
|           1341|       -106.725|              0|          0.725|
|           1342|       -102.624|              0|          0.725|
|           1343|           -100|              0|          0.725|
|           1344|            -75|              0|          0.725|
|           1345|            -50|              0|          0.725|
|           1346|         -31.25|              0|          0.725|
|           1347|          -12.5|              0|          0.725|
|           1348|           6.25|              0|          0.725|
|           1349|             25|              0|          0.725|
|           1350|          43.75|              0|          0.725|
|           1351|           62.5|              0|          0.725|
|           1352|          81.25|              0|          0.725|
|           1353|            100|              0|          0.725|
|           1354|        104.714|              0|          0.725|
|           1355|        111.502|              0|          0.725|
|           1356|        121.276|              0|          0.725|
|           1357|        135.351|              0|          0.725|
|           1358|        155.619|              0|          0.725|
|           1359|        184.806|              0|          0.725|
|           1360|        226.834|              0|          0.725|
|           1361|        287.355|              0|          0.725|
|           1362|        374.504|              0|          0.725|
|           1363|            500|              0|          0.725|
|           1364|           -500|             25|          0.725|
|           1365|        -354.32|             25|          0.725|
|           1366|       -261.086|             25|          0.725|
|           1367|       -201.415|             25|          0.725|
|           1368|       -163.226|             25|          0.725|
|           1369|       -138.785|             25|          0.725|
|           1370|       -123.143|             25|          0.725|
|           1371|       -113.132|             25|          0.725|
|           1372|       -106.725|             25|          0.725|
|           1373|       -102.624|             25|          0.725|
|           1374|           -100|             25|          0.725|
|           1375|            -75|             25|          0.725|
|           1376|            -50|             25|          0.725|
|           1377|         -31.25|             25|          0.725|
|           1378|          -12.5|             25|          0.725|
|           1379|           6.25|             25|          0.725|
|           1380|             25|             25|          0.725|
|           1381|          43.75|             25|          0.725|
|           1382|           62.5|             25|          0.725|
|           1383|          81.25|             25|          0.725|
|           1384|            100|             25|          0.725|
|           1385|        104.714|             25|          0.725|
|           1386|        111.502|             25|          0.725|
|           1387|        121.276|             25|          0.725|
|           1388|        135.351|             25|          0.725|
|           1389|        155.619|             25|          0.725|
|           1390|        184.806|             25|          0.725|
|           1391|        226.834|             25|          0.725|
|           1392|        287.355|             25|          0.725|
|           1393|        374.504|             25|          0.725|
|           1394|            500|             25|          0.725|
|           1395|           -500|             50|          0.725|
|           1396|        -354.32|             50|          0.725|
|           1397|       -261.086|             50|          0.725|
|           1398|       -201.415|             50|          0.725|
|           1399|       -163.226|             50|          0.725|
|           1400|       -138.785|             50|          0.725|
|           1401|       -123.143|             50|          0.725|
|           1402|       -113.132|             50|          0.725|
|           1403|       -106.725|             50|          0.725|
|           1404|       -102.624|             50|          0.725|
|           1405|           -100|             50|          0.725|
|           1406|            -75|             50|          0.725|
|           1407|            -50|             50|          0.725|
|           1408|         -31.25|             50|          0.725|
|           1409|          -12.5|             50|          0.725|
|           1410|           6.25|             50|          0.725|
|           1411|             25|             50|          0.725|
|           1412|          43.75|             50|          0.725|
|           1413|           62.5|             50|          0.725|
|           1414|          81.25|             50|          0.725|
|           1415|            100|             50|          0.725|
|           1416|        104.714|             50|          0.725|
|           1417|        111.502|             50|          0.725|
|           1418|        121.276|             50|          0.725|
|           1419|        135.351|             50|          0.725|
|           1420|        155.619|             50|          0.725|
|           1421|        184.806|             50|          0.725|
|           1422|        226.834|             50|          0.725|
|           1423|        287.355|             50|          0.725|
|           1424|        374.504|             50|          0.725|
|           1425|            500|             50|          0.725|
|           1426|           -500|             75|          0.725|
|           1427|        -354.32|             75|          0.725|
|           1428|       -261.086|             75|          0.725|
|           1429|       -201.415|             75|          0.725|
|           1430|       -163.226|             75|          0.725|
|           1431|       -138.785|             75|          0.725|
|           1432|       -123.143|             75|          0.725|
|           1433|       -113.132|             75|          0.725|
|           1434|       -106.725|             75|          0.725|
|           1435|       -102.624|             75|          0.725|
|           1436|           -100|             75|          0.725|
|           1437|            -75|             75|          0.725|
|           1438|            -50|             75|          0.725|
|           1439|         -31.25|             75|          0.725|
|           1440|          -12.5|             75|          0.725|
|           1441|           6.25|             75|          0.725|
|           1442|             25|             75|          0.725|
|           1443|          43.75|             75|          0.725|
|           1444|           62.5|             75|          0.725|
|           1445|          81.25|             75|          0.725|
|           1446|            100|             75|          0.725|
|           1447|        104.714|             75|          0.725|
|           1448|        111.502|             75|          0.725|
|           1449|        121.276|             75|          0.725|
|           1450|        135.351|             75|          0.725|
|           1451|        155.619|             75|          0.725|
|           1452|        184.806|             75|          0.725|
|           1453|        226.834|             75|          0.725|
|           1454|        287.355|             75|          0.725|
|           1455|        374.504|             75|          0.725|
|           1456|            500|             75|          0.725|
|           1457|           -500|            100|          0.725|
|           1458|        -354.32|            100|          0.725|
|           1459|       -261.086|            100|          0.725|
|           1460|       -201.415|            100|          0.725|
|           1461|       -163.226|            100|          0.725|
|           1462|       -138.785|            100|          0.725|
|           1463|       -123.143|            100|          0.725|
|           1464|       -113.132|            100|          0.725|
|           1465|       -106.725|            100|          0.725|
|           1466|       -102.624|            100|          0.725|
|           1467|           -100|            100|          0.725|
|           1468|            -75|            100|          0.725|
|           1469|            -50|            100|          0.725|
|           1470|         -31.25|            100|          0.725|
|           1471|          -12.5|            100|          0.725|
|           1472|           6.25|            100|          0.725|
|           1473|             25|            100|          0.725|
|           1474|          43.75|            100|          0.725|
|           1475|           62.5|            100|          0.725|
|           1476|          81.25|            100|          0.725|
|           1477|            100|            100|          0.725|
|           1478|        104.714|            100|          0.725|
|           1479|        111.502|            100|          0.725|
|           1480|        121.276|            100|          0.725|
|           1481|        135.351|            100|          0.725|
|           1482|        155.619|            100|          0.725|
|           1483|        184.806|            100|          0.725|
|           1484|        226.834|            100|          0.725|
|           1485|        287.355|            100|          0.725|
|           1486|        374.504|            100|          0.725|
|           1487|            500|            100|          0.725|
|           1488|           -500|        104.714|          0.725|
|           1489|        -354.32|        104.714|          0.725|
|           1490|       -261.086|        104.714|          0.725|
|           1491|       -201.415|        104.714|          0.725|
|           1492|       -163.226|        104.714|          0.725|
|           1493|       -138.785|        104.714|          0.725|
|           1494|       -123.143|        104.714|          0.725|
|           1495|       -113.132|        104.714|          0.725|
|           1496|       -106.725|        104.714|          0.725|
|           1497|       -102.624|        104.714|          0.725|
|           1498|           -100|        104.714|          0.725|
|           1499|            -75|        104.714|          0.725|
|           1500|            -50|        104.714|          0.725|
|           1501|         -31.25|        104.714|          0.725|
|           1502|          -12.5|        104.714|          0.725|
|           1503|           6.25|        104.714|          0.725|
|           1504|             25|        104.714|          0.725|
|           1505|          43.75|        104.714|          0.725|
|           1506|           62.5|        104.714|          0.725|
|           1507|          81.25|        104.714|          0.725|
|           1508|            100|        104.714|          0.725|
|           1509|        104.714|        104.714|          0.725|
|           1510|        111.502|        104.714|          0.725|
|           1511|        121.276|        104.714|          0.725|
|           1512|        135.351|        104.714|          0.725|
|           1513|        155.619|        104.714|          0.725|
|           1514|        184.806|        104.714|          0.725|
|           1515|        226.834|        104.714|          0.725|
|           1516|        287.355|        104.714|          0.725|
|           1517|        374.504|        104.714|          0.725|
|           1518|            500|        104.714|          0.725|
|           1519|           -500|        111.502|          0.725|
|           1520|        -354.32|        111.502|          0.725|
|           1521|       -261.086|        111.502|          0.725|
|           1522|       -201.415|        111.502|          0.725|
|           1523|       -163.226|        111.502|          0.725|
|           1524|       -138.785|        111.502|          0.725|
|           1525|       -123.143|        111.502|          0.725|
|           1526|       -113.132|        111.502|          0.725|
|           1527|       -106.725|        111.502|          0.725|
|           1528|       -102.624|        111.502|          0.725|
|           1529|           -100|        111.502|          0.725|
|           1530|            -75|        111.502|          0.725|
|           1531|            -50|        111.502|          0.725|
|           1532|         -31.25|        111.502|          0.725|
|           1533|          -12.5|        111.502|          0.725|
|           1534|           6.25|        111.502|          0.725|
|           1535|             25|        111.502|          0.725|
|           1536|          43.75|        111.502|          0.725|
|           1537|           62.5|        111.502|          0.725|
|           1538|          81.25|        111.502|          0.725|
|           1539|            100|        111.502|          0.725|
|           1540|        104.714|        111.502|          0.725|
|           1541|        111.502|        111.502|          0.725|
|           1542|        121.276|        111.502|          0.725|
|           1543|        135.351|        111.502|          0.725|
|           1544|        155.619|        111.502|          0.725|
|           1545|        184.806|        111.502|          0.725|
|           1546|        226.834|        111.502|          0.725|
|           1547|        287.355|        111.502|          0.725|
|           1548|        374.504|        111.502|          0.725|
|           1549|            500|        111.502|          0.725|
|           1550|           -500|        121.276|          0.725|
|           1551|        -354.32|        121.276|          0.725|
|           1552|       -261.086|        121.276|          0.725|
|           1553|       -201.415|        121.276|          0.725|
|           1554|       -163.226|        121.276|          0.725|
|           1555|       -138.785|        121.276|          0.725|
|           1556|       -123.143|        121.276|          0.725|
|           1557|       -113.132|        121.276|          0.725|
|           1558|       -106.725|        121.276|          0.725|
|           1559|       -102.624|        121.276|          0.725|
|           1560|           -100|        121.276|          0.725|
|           1561|            -75|        121.276|          0.725|
|           1562|            -50|        121.276|          0.725|
|           1563|         -31.25|        121.276|          0.725|
|           1564|          -12.5|        121.276|          0.725|
|           1565|           6.25|        121.276|          0.725|
|           1566|             25|        121.276|          0.725|
|           1567|          43.75|        121.276|          0.725|
|           1568|           62.5|        121.276|          0.725|
|           1569|          81.25|        121.276|          0.725|
|           1570|            100|        121.276|          0.725|
|           1571|        104.714|        121.276|          0.725|
|           1572|        111.502|        121.276|          0.725|
|           1573|        121.276|        121.276|          0.725|
|           1574|        135.351|        121.276|          0.725|
|           1575|        155.619|        121.276|          0.725|
|           1576|        184.806|        121.276|          0.725|
|           1577|        226.834|        121.276|          0.725|
|           1578|        287.355|        121.276|          0.725|
|           1579|        374.504|        121.276|          0.725|
|           1580|            500|        121.276|          0.725|
|           1581|           -500|        135.351|          0.725|
|           1582|        -354.32|        135.351|          0.725|
|           1583|       -261.086|        135.351|          0.725|
|           1584|       -201.415|        135.351|          0.725|
|           1585|       -163.226|        135.351|          0.725|
|           1586|       -138.785|        135.351|          0.725|
|           1587|       -123.143|        135.351|          0.725|
|           1588|       -113.132|        135.351|          0.725|
|           1589|       -106.725|        135.351|          0.725|
|           1590|       -102.624|        135.351|          0.725|
|           1591|           -100|        135.351|          0.725|
|           1592|            -75|        135.351|          0.725|
|           1593|            -50|        135.351|          0.725|
|           1594|         -31.25|        135.351|          0.725|
|           1595|          -12.5|        135.351|          0.725|
|           1596|           6.25|        135.351|          0.725|
|           1597|             25|        135.351|          0.725|
|           1598|          43.75|        135.351|          0.725|
|           1599|           62.5|        135.351|          0.725|
|           1600|          81.25|        135.351|          0.725|
|           1601|            100|        135.351|          0.725|
|           1602|        104.714|        135.351|          0.725|
|           1603|        111.502|        135.351|          0.725|
|           1604|        121.276|        135.351|          0.725|
|           1605|        135.351|        135.351|          0.725|
|           1606|        155.619|        135.351|          0.725|
|           1607|        184.806|        135.351|          0.725|
|           1608|        226.834|        135.351|          0.725|
|           1609|        287.355|        135.351|          0.725|
|           1610|        374.504|        135.351|          0.725|
|           1611|            500|        135.351|          0.725|
|           1612|           -500|        155.619|          0.725|
|           1613|        -354.32|        155.619|          0.725|
|           1614|       -261.086|        155.619|          0.725|
|           1615|       -201.415|        155.619|          0.725|
|           1616|       -163.226|        155.619|          0.725|
|           1617|       -138.785|        155.619|          0.725|
|           1618|       -123.143|        155.619|          0.725|
|           1619|       -113.132|        155.619|          0.725|
|           1620|       -106.725|        155.619|          0.725|
|           1621|       -102.624|        155.619|          0.725|
|           1622|           -100|        155.619|          0.725|
|           1623|            -75|        155.619|          0.725|
|           1624|            -50|        155.619|          0.725|
|           1625|         -31.25|        155.619|          0.725|
|           1626|          -12.5|        155.619|          0.725|
|           1627|           6.25|        155.619|          0.725|
|           1628|             25|        155.619|          0.725|
|           1629|          43.75|        155.619|          0.725|
|           1630|           62.5|        155.619|          0.725|
|           1631|          81.25|        155.619|          0.725|
|           1632|            100|        155.619|          0.725|
|           1633|        104.714|        155.619|          0.725|
|           1634|        111.502|        155.619|          0.725|
|           1635|        121.276|        155.619|          0.725|
|           1636|        135.351|        155.619|          0.725|
|           1637|        155.619|        155.619|          0.725|
|           1638|        184.806|        155.619|          0.725|
|           1639|        226.834|        155.619|          0.725|
|           1640|        287.355|        155.619|          0.725|
|           1641|        374.504|        155.619|          0.725|
|           1642|            500|        155.619|          0.725|
|           1643|           -500|        184.806|          0.725|
|           1644|        -354.32|        184.806|          0.725|
|           1645|       -261.086|        184.806|          0.725|
|           1646|       -201.415|        184.806|          0.725|
|           1647|       -163.226|        184.806|          0.725|
|           1648|       -138.785|        184.806|          0.725|
|           1649|       -123.143|        184.806|          0.725|
|           1650|       -113.132|        184.806|          0.725|
|           1651|       -106.725|        184.806|          0.725|
|           1652|       -102.624|        184.806|          0.725|
|           1653|           -100|        184.806|          0.725|
|           1654|            -75|        184.806|          0.725|
|           1655|            -50|        184.806|          0.725|
|           1656|         -31.25|        184.806|          0.725|
|           1657|          -12.5|        184.806|          0.725|
|           1658|           6.25|        184.806|          0.725|
|           1659|             25|        184.806|          0.725|
|           1660|          43.75|        184.806|          0.725|
|           1661|           62.5|        184.806|          0.725|
|           1662|          81.25|        184.806|          0.725|
|           1663|            100|        184.806|          0.725|
|           1664|        104.714|        184.806|          0.725|
|           1665|        111.502|        184.806|          0.725|
|           1666|        121.276|        184.806|          0.725|
|           1667|        135.351|        184.806|          0.725|
|           1668|        155.619|        184.806|          0.725|
|           1669|        184.806|        184.806|          0.725|
|           1670|        226.834|        184.806|          0.725|
|           1671|        287.355|        184.806|          0.725|
|           1672|        374.504|        184.806|          0.725|
|           1673|            500|        184.806|          0.725|
|           1674|           -500|        226.834|          0.725|
|           1675|        -354.32|        226.834|          0.725|
|           1676|       -261.086|        226.834|          0.725|
|           1677|       -201.415|        226.834|          0.725|
|           1678|       -163.226|        226.834|          0.725|
|           1679|       -138.785|        226.834|          0.725|
|           1680|       -123.143|        226.834|          0.725|
|           1681|       -113.132|        226.834|          0.725|
|           1682|       -106.725|        226.834|          0.725|
|           1683|       -102.624|        226.834|          0.725|
|           1684|           -100|        226.834|          0.725|
|           1685|            -75|        226.834|          0.725|
|           1686|            -50|        226.834|          0.725|
|           1687|         -31.25|        226.834|          0.725|
|           1688|          -12.5|        226.834|          0.725|
|           1689|           6.25|        226.834|          0.725|
|           1690|             25|        226.834|          0.725|
|           1691|          43.75|        226.834|          0.725|
|           1692|           62.5|        226.834|          0.725|
|           1693|          81.25|        226.834|          0.725|
|           1694|            100|        226.834|          0.725|
|           1695|        104.714|        226.834|          0.725|
|           1696|        111.502|        226.834|          0.725|
|           1697|        121.276|        226.834|          0.725|
|           1698|        135.351|        226.834|          0.725|
|           1699|        155.619|        226.834|          0.725|
|           1700|        184.806|        226.834|          0.725|
|           1701|        226.834|        226.834|          0.725|
|           1702|        287.355|        226.834|          0.725|
|           1703|        374.504|        226.834|          0.725|
|           1704|            500|        226.834|          0.725|
|           1705|           -500|        287.355|          0.725|
|           1706|        -354.32|        287.355|          0.725|
|           1707|       -261.086|        287.355|          0.725|
|           1708|       -201.415|        287.355|          0.725|
|           1709|       -163.226|        287.355|          0.725|
|           1710|       -138.785|        287.355|          0.725|
|           1711|       -123.143|        287.355|          0.725|
|           1712|       -113.132|        287.355|          0.725|
|           1713|       -106.725|        287.355|          0.725|
|           1714|       -102.624|        287.355|          0.725|
|           1715|           -100|        287.355|          0.725|
|           1716|            -75|        287.355|          0.725|
|           1717|            -50|        287.355|          0.725|
|           1718|         -31.25|        287.355|          0.725|
|           1719|          -12.5|        287.355|          0.725|
|           1720|           6.25|        287.355|          0.725|
|           1721|             25|        287.355|          0.725|
|           1722|          43.75|        287.355|          0.725|
|           1723|           62.5|        287.355|          0.725|
|           1724|          81.25|        287.355|          0.725|
|           1725|            100|        287.355|          0.725|
|           1726|        104.714|        287.355|          0.725|
|           1727|        111.502|        287.355|          0.725|
|           1728|        121.276|        287.355|          0.725|
|           1729|        135.351|        287.355|          0.725|
|           1730|        155.619|        287.355|          0.725|
|           1731|        184.806|        287.355|          0.725|
|           1732|        226.834|        287.355|          0.725|
|           1733|        287.355|        287.355|          0.725|
|           1734|        374.504|        287.355|          0.725|
|           1735|            500|        287.355|          0.725|
|           1736|           -500|        374.504|          0.725|
|           1737|        -354.32|        374.504|          0.725|
|           1738|       -261.086|        374.504|          0.725|
|           1739|       -201.415|        374.504|          0.725|
|           1740|       -163.226|        374.504|          0.725|
|           1741|       -138.785|        374.504|          0.725|
|           1742|       -123.143|        374.504|          0.725|
|           1743|       -113.132|        374.504|          0.725|
|           1744|       -106.725|        374.504|          0.725|
|           1745|       -102.624|        374.504|          0.725|
|           1746|           -100|        374.504|          0.725|
|           1747|            -75|        374.504|          0.725|
|           1748|            -50|        374.504|          0.725|
|           1749|         -31.25|        374.504|          0.725|
|           1750|          -12.5|        374.504|          0.725|
|           1751|           6.25|        374.504|          0.725|
|           1752|             25|        374.504|          0.725|
|           1753|          43.75|        374.504|          0.725|
|           1754|           62.5|        374.504|          0.725|
|           1755|          81.25|        374.504|          0.725|
|           1756|            100|        374.504|          0.725|
|           1757|        104.714|        374.504|          0.725|
|           1758|        111.502|        374.504|          0.725|
|           1759|        121.276|        374.504|          0.725|
|           1760|        135.351|        374.504|          0.725|
|           1761|        155.619|        374.504|          0.725|
|           1762|        184.806|        374.504|          0.725|
|           1763|        226.834|        374.504|          0.725|
|           1764|        287.355|        374.504|          0.725|
|           1765|        374.504|        374.504|          0.725|
|           1766|            500|        374.504|          0.725|
|           1767|           -500|            500|          0.725|
|           1768|        -354.32|            500|          0.725|
|           1769|       -261.086|            500|          0.725|
|           1770|       -201.415|            500|          0.725|
|           1771|       -163.226|            500|          0.725|
|           1772|       -138.785|            500|          0.725|
|           1773|       -123.143|            500|          0.725|
|           1774|       -113.132|            500|          0.725|
|           1775|       -106.725|            500|          0.725|
|           1776|       -102.624|            500|          0.725|
|           1777|           -100|            500|          0.725|
|           1778|            -75|            500|          0.725|
|           1779|            -50|            500|          0.725|
|           1780|         -31.25|            500|          0.725|
|           1781|          -12.5|            500|          0.725|
|           1782|           6.25|            500|          0.725|
|           1783|             25|            500|          0.725|
|           1784|          43.75|            500|          0.725|
|           1785|           62.5|            500|          0.725|
|           1786|          81.25|            500|          0.725|
|           1787|            100|            500|          0.725|
|           1788|        104.714|            500|          0.725|
|           1789|        111.502|            500|          0.725|
|           1790|        121.276|            500|          0.725|
|           1791|        135.351|            500|          0.725|
|           1792|        155.619|            500|          0.725|
|           1793|        184.806|            500|          0.725|
|           1794|        226.834|            500|          0.725|
|           1795|        287.355|            500|          0.725|
|           1796|        374.504|            500|          0.725|
|           1797|            500|            500|          0.725|
|           1798|           -500|           -500|           1.45|
|           1799|        -354.32|           -500|           1.45|
|           1800|       -261.086|           -500|           1.45|
|           1801|       -201.415|           -500|           1.45|
|           1802|       -163.226|           -500|           1.45|
|           1803|       -138.785|           -500|           1.45|
|           1804|       -123.143|           -500|           1.45|
|           1805|       -113.132|           -500|           1.45|
|           1806|       -106.725|           -500|           1.45|
|           1807|       -102.624|           -500|           1.45|
|           1808|           -100|           -500|           1.45|
|           1809|            -75|           -500|           1.45|
|           1810|            -50|           -500|           1.45|
|           1811|         -31.25|           -500|           1.45|
|           1812|          -12.5|           -500|           1.45|
|           1813|           6.25|           -500|           1.45|
|           1814|             25|           -500|           1.45|
|           1815|          43.75|           -500|           1.45|
|           1816|           62.5|           -500|           1.45|
|           1817|          81.25|           -500|           1.45|
|           1818|            100|           -500|           1.45|
|           1819|        104.714|           -500|           1.45|
|           1820|        111.502|           -500|           1.45|
|           1821|        121.276|           -500|           1.45|
|           1822|        135.351|           -500|           1.45|
|           1823|        155.619|           -500|           1.45|
|           1824|        184.806|           -500|           1.45|
|           1825|        226.834|           -500|           1.45|
|           1826|        287.355|           -500|           1.45|
|           1827|        374.504|           -500|           1.45|
|           1828|            500|           -500|           1.45|
|           1829|           -500|        -354.32|           1.45|
|           1830|        -354.32|        -354.32|           1.45|
|           1831|       -261.086|        -354.32|           1.45|
|           1832|       -201.415|        -354.32|           1.45|
|           1833|       -163.226|        -354.32|           1.45|
|           1834|       -138.785|        -354.32|           1.45|
|           1835|       -123.143|        -354.32|           1.45|
|           1836|       -113.132|        -354.32|           1.45|
|           1837|       -106.725|        -354.32|           1.45|
|           1838|       -102.624|        -354.32|           1.45|
|           1839|           -100|        -354.32|           1.45|
|           1840|            -75|        -354.32|           1.45|
|           1841|            -50|        -354.32|           1.45|
|           1842|         -31.25|        -354.32|           1.45|
|           1843|          -12.5|        -354.32|           1.45|
|           1844|           6.25|        -354.32|           1.45|
|           1845|             25|        -354.32|           1.45|
|           1846|          43.75|        -354.32|           1.45|
|           1847|           62.5|        -354.32|           1.45|
|           1848|          81.25|        -354.32|           1.45|
|           1849|            100|        -354.32|           1.45|
|           1850|        104.714|        -354.32|           1.45|
|           1851|        111.502|        -354.32|           1.45|
|           1852|        121.276|        -354.32|           1.45|
|           1853|        135.351|        -354.32|           1.45|
|           1854|        155.619|        -354.32|           1.45|
|           1855|        184.806|        -354.32|           1.45|
|           1856|        226.834|        -354.32|           1.45|
|           1857|        287.355|        -354.32|           1.45|
|           1858|        374.504|        -354.32|           1.45|
|           1859|            500|        -354.32|           1.45|
|           1860|           -500|       -261.086|           1.45|
|           1861|        -354.32|       -261.086|           1.45|
|           1862|       -261.086|       -261.086|           1.45|
|           1863|       -201.415|       -261.086|           1.45|
|           1864|       -163.226|       -261.086|           1.45|
|           1865|       -138.785|       -261.086|           1.45|
|           1866|       -123.143|       -261.086|           1.45|
|           1867|       -113.132|       -261.086|           1.45|
|           1868|       -106.725|       -261.086|           1.45|
|           1869|       -102.624|       -261.086|           1.45|
|           1870|           -100|       -261.086|           1.45|
|           1871|            -75|       -261.086|           1.45|
|           1872|            -50|       -261.086|           1.45|
|           1873|         -31.25|       -261.086|           1.45|
|           1874|          -12.5|       -261.086|           1.45|
|           1875|           6.25|       -261.086|           1.45|
|           1876|             25|       -261.086|           1.45|
|           1877|          43.75|       -261.086|           1.45|
|           1878|           62.5|       -261.086|           1.45|
|           1879|          81.25|       -261.086|           1.45|
|           1880|            100|       -261.086|           1.45|
|           1881|        104.714|       -261.086|           1.45|
|           1882|        111.502|       -261.086|           1.45|
|           1883|        121.276|       -261.086|           1.45|
|           1884|        135.351|       -261.086|           1.45|
|           1885|        155.619|       -261.086|           1.45|
|           1886|        184.806|       -261.086|           1.45|
|           1887|        226.834|       -261.086|           1.45|
|           1888|        287.355|       -261.086|           1.45|
|           1889|        374.504|       -261.086|           1.45|
|           1890|            500|       -261.086|           1.45|
|           1891|           -500|       -201.415|           1.45|
|           1892|        -354.32|       -201.415|           1.45|
|           1893|       -261.086|       -201.415|           1.45|
|           1894|       -201.415|       -201.415|           1.45|
|           1895|       -163.226|       -201.415|           1.45|
|           1896|       -138.785|       -201.415|           1.45|
|           1897|       -123.143|       -201.415|           1.45|
|           1898|       -113.132|       -201.415|           1.45|
|           1899|       -106.725|       -201.415|           1.45|
|           1900|       -102.624|       -201.415|           1.45|
|           1901|           -100|       -201.415|           1.45|
|           1902|            -75|       -201.415|           1.45|
|           1903|            -50|       -201.415|           1.45|
|           1904|         -31.25|       -201.415|           1.45|
|           1905|          -12.5|       -201.415|           1.45|
|           1906|           6.25|       -201.415|           1.45|
|           1907|             25|       -201.415|           1.45|
|           1908|          43.75|       -201.415|           1.45|
|           1909|           62.5|       -201.415|           1.45|
|           1910|          81.25|       -201.415|           1.45|
|           1911|            100|       -201.415|           1.45|
|           1912|        104.714|       -201.415|           1.45|
|           1913|        111.502|       -201.415|           1.45|
|           1914|        121.276|       -201.415|           1.45|
|           1915|        135.351|       -201.415|           1.45|
|           1916|        155.619|       -201.415|           1.45|
|           1917|        184.806|       -201.415|           1.45|
|           1918|        226.834|       -201.415|           1.45|
|           1919|        287.355|       -201.415|           1.45|
|           1920|        374.504|       -201.415|           1.45|
